sweetspot_score,improvement,reg_method
-0.118095935852393,-30.4347826086957,ANTs
-0.0994181882282062,-84.6153846153846,ANTs
-0.128525357726081,41.6666666666667,ANTs
0.0196315232430156,-60,ANTs
0.00950277695323411,-16.1290322580645,ANTs
-0.0308075320775322,-48.2758620689655,ANTs
0.0718506705946867,-36.8421052631579,ANTs
-0.0845980752704285,-3.125,ANTs
-0.0237302379340041,-81.25,ANTs
-0.0159590177251253,-27.7777777777778,ANTs
0.062838982174252,-4.34782608695652,ANTs
-0.0770514060549939,-140,ANTs
-0.029934478082077,54.5454545454545,ANTs
0.0670616863942304,-18.75,ANTs
-0.0262476345223898,-37.5,ANTs
-0.00724007330157147,-100,ANTs
-0.00603177963171259,-76.4705882352941,ANTs
0.0639923464182479,-20.8333333333333,ANTs
-0.0613403582864784,-35.7142857142857,ANTs
0.0919971654806027,-7.14285714285714,ANTs
-0.0511661066362233,-40,ANTs
-0.0278949090137465,6.25,ANTs
0.0354889754183697,29.4117647058824,ANTs
0.0941751010821426,-45.7142857142857,ANTs
0.0718767249334546,-77.2727272727273,ANTs
-0.0664078748538842,-9.52380952380952,ANTs
0.108705941645301,-105.882352941176,ANTs
0.0762669443749457,18.1818181818182,ANTs
-0.271577902189988,0,ANTs
0.074925080143248,5.55555555555556,ANTs
-0.0293945257705975,6.25,ANTs
-0.0337975009354498,-61.5384615384615,ANTs
-0.0618805826883485,5.55555555555556,ANTs
-0.144944144136205,-54.5454545454545,ANTs
0.0451124840445715,-4.76190476190476,ANTs
-0.0753142880390112,-207.692307692308,ANTs
0.0505253632017483,-90,ANTs
-0.103993154979495,13.6363636363636,ANTs
-0.177853386842307,-21.4285714285714,ANTs+WD
-0.128365389091982,-36.3636363636364,ANTs+WD
-0.223588369803827,-78.9473684210526,ANTs+WD
-0.398618350391799,-129.411764705882,ANTs+WD
-0.293853225311253,-10.5263157894737,ANTs+WD
-0.236652495893942,-38.4615384615385,ANTs+WD
-0.314194472213282,-15.3846153846154,ANTs+WD
-0.265249497732791,-29.1666666666667,ANTs+WD
0.0321234779193143,-30.4347826086957,ANTs+WD
-0.024616486666562,-84.6153846153846,ANTs+WD
0.0758744601119193,41.6666666666667,ANTs+WD
-0.0986701899436035,-60,ANTs+WD
-0.2742065241891,-16.1290322580645,ANTs+WD
-0.0534718513079151,-48.2758620689655,ANTs+WD
-0.1593373533353,-36.8421052631579,ANTs+WD
0.28509019111637,-3.125,ANTs+WD
-0.187214092860888,-81.25,ANTs+WD
-0.231922165892556,-27.7777777777778,ANTs+WD
0.19933666962969,-4.34782608695652,ANTs+WD
0.100782546529633,-140,ANTs+WD
-0.0570795747899797,54.5454545454545,ANTs+WD
-0.280203662559596,-18.75,ANTs+WD
0.0761079370812893,-37.5,ANTs+WD
-0.137946071251016,-100,ANTs+WD
-0.178222155982804,-76.4705882352941,ANTs+WD
-0.148199300407777,-20.8333333333333,ANTs+WD
0.162968612647235,-35.7142857142857,ANTs+WD
-0.102351243341095,-7.14285714285714,ANTs+WD
-0.270516202764105,-40,ANTs+WD
0.052625961644929,6.25,ANTs+WD
0.267656860637023,29.4117647058824,ANTs+WD
-0.277956580711873,-45.7142857142857,ANTs+WD
-0.329322256713284,-77.2727272727273,ANTs+WD
0.0768778687472651,-9.52380952380952,ANTs+WD
-0.149700066223815,-105.882352941176,ANTs+WD
0.191387884857264,18.1818181818182,ANTs+WD
0.267518953984923,0,ANTs+WD
0.0523607751605975,5.55555555555556,ANTs+WD
0.129742888368147,6.25,ANTs+WD
-0.231116587961404,-61.5384615384615,ANTs+WD
0.157496259645944,5.55555555555556,ANTs+WD
-0.1486165128578,-54.5454545454545,ANTs+WD
0.0302909977047199,-4.76190476190476,ANTs+WD
0.0933764497041565,-207.692307692308,ANTs+WD
-0.31414450333433,-90,ANTs+WD
0.238629742360754,13.6363636363636,ANTs+WD
